,acquisition_date,acquisitions
1247,2017-01-29,18
1248,2017-01-28,15
1249,2017-01-27,5
1250,2017-01-26,14
1251,2017-01-25,10
1252,2017-01-24,8
1253,2017-01-23,6
1254,2017-01-22,7
1255,2017-01-21,8
1256,2017-01-20,15
1257,2017-01-19,9
1258,2017-01-18,7
1259,2017-01-17,11
1260,2017-01-16,5
1261,2017-01-15,6
1262,2017-01-14,8
1263,2017-01-13,5
1264,2017-01-12,15
1265,2017-01-11,7
1266,2017-01-10,9
1267,2017-01-09,11
1268,2017-01-08,12
1269,2017-01-07,2
1270,2017-01-06,11
1271,2017-01-05,10
1272,2017-01-04,5
1273,2017-01-03,6
1274,2017-01-02,12
1275,2017-01-01,5
1276,2016-12-31,4
1277,2016-12-30,11
1278,2016-12-29,8
1279,2016-12-28,7
1280,2016-12-27,9
1281,2016-12-26,6
1282,2016-12-25,11
1283,2016-12-24,8
1284,2016-12-23,11
1285,2016-12-22,9
1286,2016-12-21,15
1287,2016-12-20,10
1288,2016-12-19,7
1289,2016-12-18,13
1290,2016-12-17,13
1291,2016-12-16,6
1292,2016-12-15,4
1293,2016-12-14,9
1294,2016-12-13,9
1295,2016-12-12,10
1296,2016-12-11,15
1297,2016-12-10,7
1298,2016-12-09,11
1299,2016-12-08,9
1300,2016-12-07,10
1301,2016-12-06,11
1302,2016-12-05,10
1303,2016-12-04,10
1304,2016-12-03,7
1305,2016-12-02,6
1306,2016-12-01,9
1307,2016-11-30,10
1308,2016-11-29,5
1309,2016-11-28,6
1310,2016-11-27,16
1311,2016-11-26,1
1312,2016-11-25,13
1313,2016-11-24,10
1314,2016-11-23,10
1315,2016-11-22,7
1316,2016-11-21,8
1317,2016-11-20,12
1318,2016-11-19,9
1319,2016-11-18,8
1320,2016-11-17,9
1321,2016-11-16,8
1322,2016-11-15,9
1323,2016-11-14,7
1324,2016-11-13,7
1325,2016-11-12,6
1326,2016-11-11,8
1327,2016-11-10,10
1328,2016-11-09,10
1329,2016-11-08,7
1330,2016-11-07,7
1331,2016-11-06,7
1332,2016-11-05,10
1333,2016-11-04,12
1334,2016-11-03,8
1335,2016-11-02,12
1336,2016-11-01,7
1337,2016-10-31,11
1338,2016-10-30,8
1339,2016-10-29,10
1340,2016-10-28,9
1341,2016-10-27,16
1342,2016-10-26,10
1343,2016-10-25,12
1344,2016-10-24,10
1345,2016-10-23,10
1346,2016-10-22,7
1347,2016-10-21,13
1348,2016-10-20,4
1349,2016-10-19,9
1350,2016-10-18,10
1351,2016-10-17,7
1352,2016-10-16,8
1353,2016-10-15,8
1354,2016-10-14,3
1355,2016-10-13,13
1356,2016-10-12,11
1357,2016-10-11,11
1358,2016-10-10,16
1359,2016-10-09,13
1360,2016-10-08,12
1361,2016-10-07,11
1362,2016-10-06,12
1363,2016-10-05,6
1364,2016-10-04,7
1365,2016-10-03,7
1366,2016-10-02,14
1367,2016-10-01,9
1368,2016-09-30,11
1369,2016-09-29,11
1370,2016-09-28,9
1371,2016-09-27,12
1372,2016-09-26,5
1373,2016-09-25,3
1374,2016-09-24,13
1375,2016-09-23,14
1376,2016-09-22,12
1377,2016-09-21,10
1378,2016-09-20,16
1379,2016-09-19,12
1380,2016-09-18,5
1381,2016-09-17,11
1382,2016-09-16,8
1383,2016-09-15,13
1384,2016-09-14,4
1385,2016-09-13,8
1386,2016-09-12,4
1387,2016-09-11,13
1388,2016-09-10,11
1389,2016-09-09,9
1390,2016-09-08,7
1391,2016-09-07,9
1392,2016-09-06,9
1393,2016-09-05,8
1394,2016-09-04,10
1395,2016-09-03,5
1396,2016-09-02,9
1397,2016-09-01,12
1398,2016-08-31,14
1399,2016-08-30,9
1400,2016-08-29,10
1401,2016-08-28,5
1402,2016-08-27,5
1403,2016-08-26,7
1404,2016-08-25,13
1405,2016-08-24,9
1406,2016-08-23,12
1407,2016-08-22,9
1408,2016-08-21,9
1409,2016-08-20,10
1410,2016-08-19,10
1411,2016-08-18,12
1412,2016-08-17,10
1413,2016-08-16,15
1414,2016-08-15,9
1415,2016-08-14,16
1416,2016-08-13,12
1417,2016-08-12,16
1418,2016-08-11,6
1419,2016-08-10,8
1420,2016-08-09,14
1421,2016-08-08,6
1422,2016-08-07,14
1423,2016-08-06,11
1424,2016-08-05,10
1425,2016-08-04,15
1426,2016-08-03,5
1427,2016-08-02,10
1428,2016-08-01,7
1429,2016-07-31,15
1430,2016-07-30,5
1431,2016-07-29,7
1432,2016-07-28,10
1433,2016-07-27,10
1434,2016-07-26,11
1435,2016-07-25,7
1436,2016-07-24,6
1437,2016-07-23,9
1438,2016-07-22,10
1439,2016-07-21,5
1440,2016-07-20,5
1441,2016-07-19,8
1442,2016-07-18,11
1443,2016-07-17,8
1444,2016-07-16,11
1445,2016-07-15,9
1446,2016-07-14,15
1447,2016-07-13,10
1448,2016-07-12,15
1449,2016-07-11,6
1450,2016-07-10,8
1451,2016-07-09,8
1452,2016-07-08,14
1453,2016-07-07,15
1454,2016-07-06,13
1455,2016-07-05,15
1456,2016-07-04,3
1457,2016-07-03,14
1458,2016-07-02,4
1459,2016-07-01,8
1460,2016-06-30,8
1461,2016-06-29,10
1462,2016-06-28,4
1463,2016-06-27,7
1464,2016-06-26,9
1465,2016-06-25,6
1466,2016-06-24,8
1467,2016-06-23,8
1468,2016-06-22,9
1469,2016-06-21,10
1470,2016-06-20,5
1471,2016-06-19,4
1472,2016-06-18,8
1473,2016-06-17,9
1474,2016-06-16,10
1475,2016-06-15,13
1476,2016-06-14,5
1477,2016-06-13,9
1478,2016-06-12,12
1479,2016-06-11,9
1480,2016-06-10,7
1481,2016-06-09,9
1482,2016-06-08,4
1483,2016-06-07,10
1484,2016-06-06,12
1485,2016-06-05,6
1486,2016-06-04,9
1487,2016-06-03,10
1488,2016-06-02,8
1489,2016-06-01,15
1490,2016-05-31,9
1491,2016-05-30,11
1492,2016-05-29,8
1493,2016-05-28,10
1494,2016-05-27,9
1495,2016-05-26,11
1496,2016-05-25,13
1497,2016-05-24,14
1498,2016-05-23,11
1499,2016-05-22,9
1500,2016-05-21,9
1501,2016-05-20,9
1502,2016-05-19,9
1503,2016-05-18,10
1504,2016-05-17,12
1505,2016-05-16,13
1506,2016-05-15,11
1507,2016-05-14,16
1508,2016-05-13,7
1509,2016-05-12,7
1510,2016-05-11,12
1511,2016-05-10,11
1512,2016-05-09,15
1513,2016-05-08,7
1514,2016-05-07,4
1515,2016-05-06,8
1516,2016-05-05,7
1517,2016-05-04,8
1518,2016-05-03,12
1519,2016-05-02,13
1520,2016-05-01,8
1521,2016-04-30,12
1522,2016-04-29,8
1523,2016-04-28,9
1524,2016-04-27,14
1525,2016-04-26,6
1526,2016-04-25,13
1527,2016-04-24,11
1528,2016-04-23,5
1529,2016-04-22,10
1530,2016-04-21,5
1531,2016-04-20,9
1532,2016-04-19,9
1533,2016-04-18,13
1534,2016-04-17,4
1535,2016-04-16,12
1536,2016-04-15,8
1537,2016-04-14,8
1538,2016-04-13,7
1539,2016-04-12,9
1540,2016-04-11,13
1541,2016-04-10,8
1542,2016-04-09,10
1543,2016-04-08,9
1544,2016-04-07,4
1545,2016-04-06,8
1546,2016-04-05,4
1547,2016-04-04,9
1548,2016-04-03,10
1549,2016-04-02,11
1550,2016-04-01,6
1551,2016-03-31,8
1552,2016-03-30,11
1553,2016-03-29,18
1554,2016-03-28,11
1555,2016-03-27,15
1556,2016-03-26,7
1557,2016-03-25,13
1558,2016-03-24,14
1559,2016-03-23,6
1560,2016-03-22,9
1561,2016-03-21,11
1562,2016-03-20,8
1563,2016-03-19,10
1564,2016-03-18,9
1565,2016-03-17,12
1566,2016-03-16,6
1567,2016-03-15,11
1568,2016-03-14,12
1569,2016-03-13,12
1570,2016-03-12,12
1571,2016-03-11,9
1572,2016-03-10,10
1573,2016-03-09,10
1574,2016-03-08,8
1575,2016-03-07,8
1576,2016-03-06,8
1577,2016-03-05,9
1578,2016-03-04,9
1579,2016-03-03,14
1580,2016-03-02,12
1581,2016-03-01,6
1582,2016-02-29,10
1583,2016-02-28,8
1584,2016-02-27,10
1585,2016-02-26,16
1586,2016-02-25,11
1587,2016-02-24,9
1588,2016-02-23,11
1589,2016-02-22,8
1590,2016-02-21,14
1591,2016-02-20,4
1592,2016-02-19,10
1593,2016-02-18,6
1594,2016-02-17,8
1595,2016-02-16,9
1596,2016-02-15,11
1597,2016-02-14,9
1598,2016-02-13,11
1599,2016-02-12,11
1600,2016-02-11,16
1601,2016-02-10,16
1602,2016-02-09,7
1603,2016-02-08,11
1604,2016-02-07,11
1605,2016-02-06,7
1606,2016-02-05,8
1607,2016-02-04,8
1608,2016-02-03,12
1609,2016-02-02,14
1610,2016-02-01,4
1611,2016-01-31,7
1612,2016-01-30,13
1613,2016-01-29,13
1614,2016-01-28,9
1615,2016-01-27,12
1616,2016-01-26,12
1617,2016-01-25,6
1618,2016-01-24,9
1619,2016-01-23,12
1620,2016-01-22,10
1621,2016-01-21,13
1622,2016-01-20,7
1623,2016-01-19,7
1624,2016-01-18,13
1625,2016-01-17,9
1626,2016-01-16,10
1627,2016-01-15,10
1628,2016-01-14,6
1629,2016-01-13,11
1630,2016-01-12,13
1631,2016-01-11,13
1632,2016-01-10,10
1633,2016-01-09,6
1634,2016-01-08,12
1635,2016-01-07,5
1636,2016-01-06,3
1637,2016-01-05,6
1638,2016-01-04,9
1639,2016-01-03,6
1640,2016-01-02,7
1641,2016-01-01,7
1642,2015-12-31,6
1643,2015-12-30,7
1644,2015-12-29,10
1645,2015-12-28,11
1646,2015-12-27,7
1647,2015-12-26,14
1648,2015-12-25,8
1649,2015-12-24,9
1650,2015-12-23,10
1651,2015-12-22,11
1652,2015-12-21,4
1653,2015-12-20,11
1654,2015-12-19,8
1655,2015-12-18,10
1656,2015-12-17,8
1657,2015-12-16,7
1658,2015-12-15,4
1659,2015-12-14,9
1660,2015-12-13,11
1661,2015-12-12,9
1662,2015-12-11,14
1663,2015-12-10,8
1664,2015-12-09,12
1665,2015-12-08,7
1666,2015-12-07,5
1667,2015-12-06,10
1668,2015-12-05,10
1669,2015-12-04,7
1670,2015-12-03,8
1671,2015-12-02,9
1672,2015-12-01,9
1673,2015-11-30,8
1674,2015-11-29,16
1675,2015-11-28,9
1676,2015-11-27,9
1677,2015-11-26,6
1678,2015-11-25,8
1679,2015-11-24,11
1680,2015-11-23,10
1681,2015-11-22,10
1682,2015-11-21,14
1683,2015-11-20,6
1684,2015-11-19,7
1685,2015-11-18,4
1686,2015-11-17,5
1687,2015-11-16,9
1688,2015-11-15,10
1689,2015-11-14,12
1690,2015-11-13,6
1691,2015-11-12,13
1692,2015-11-11,6
1693,2015-11-10,10
1694,2015-11-09,13
1695,2015-11-08,9
1696,2015-11-07,7
1697,2015-11-06,8
1698,2015-11-05,13
1699,2015-11-04,6
1700,2015-11-03,13
1701,2015-11-02,8
1702,2015-11-01,15
1703,2015-10-31,16
1704,2015-10-30,12
1705,2015-10-29,12
1706,2015-10-28,11
1707,2015-10-27,9
1708,2015-10-26,9
1709,2015-10-25,8
1710,2015-10-24,5
1711,2015-10-23,10
1712,2015-10-22,7
1713,2015-10-21,8
1714,2015-10-20,9
1715,2015-10-19,6
1716,2015-10-18,10
1717,2015-10-17,11
1718,2015-10-16,6
1719,2015-10-15,10
1720,2015-10-14,7
1721,2015-10-13,12
1722,2015-10-12,6
1723,2015-10-11,13
1724,2015-10-10,8
1725,2015-10-09,9
1726,2015-10-08,9
1727,2015-10-07,7
1728,2015-10-06,6
1729,2015-10-05,7
1730,2015-10-04,12
1731,2015-10-03,9
1732,2015-10-02,7
1733,2015-10-01,9
1734,2015-09-30,8
1735,2015-09-29,9
1736,2015-09-28,7
1737,2015-09-27,13
1738,2015-09-26,11
1739,2015-09-25,9
1740,2015-09-24,7
1741,2015-09-23,8
1742,2015-09-22,9
1743,2015-09-21,9
1744,2015-09-20,18
1745,2015-09-19,11
1746,2015-09-18,6
1747,2015-09-17,4
1748,2015-09-16,12
1749,2015-09-15,12
1750,2015-09-14,4
1751,2015-09-13,14
1752,2015-09-12,5
1753,2015-09-11,16
1754,2015-09-10,9
1755,2015-09-09,5
1756,2015-09-08,11
1757,2015-09-07,10
1758,2015-09-06,12
1759,2015-09-05,6
1760,2015-09-04,10
1761,2015-09-03,6
1762,2015-09-02,7
1763,2015-09-01,17
1764,2015-08-31,9
1765,2015-08-30,12
1766,2015-08-29,10
1767,2015-08-28,5
1768,2015-08-27,7
1769,2015-08-26,13
1770,2015-08-25,13
1771,2015-08-24,7
1772,2015-08-23,5
1773,2015-08-22,12
1774,2015-08-21,9
1775,2015-08-20,10
1776,2015-08-19,11
1777,2015-08-18,8
1778,2015-08-17,10
1779,2015-08-16,7
1780,2015-08-15,12
1781,2015-08-14,10
1782,2015-08-13,6
1783,2015-08-12,13
1784,2015-08-11,6
1785,2015-08-10,7
1786,2015-08-09,14
1787,2015-08-08,7
1788,2015-08-07,4
1789,2015-08-06,8
1790,2015-08-05,11
1791,2015-08-04,11
1792,2015-08-03,11
1793,2015-08-02,7
1794,2015-08-01,12
1795,2015-07-31,8
1796,2015-07-30,11
1797,2015-07-29,7
1798,2015-07-28,8
1799,2015-07-27,5
1800,2015-07-26,5
1801,2015-07-25,8
1802,2015-07-24,10
1803,2015-07-23,13
1804,2015-07-22,12
1805,2015-07-21,5
1806,2015-07-20,5
1807,2015-07-19,8
1808,2015-07-18,14
1809,2015-07-17,13
1810,2015-07-16,11
1811,2015-07-15,14
1812,2015-07-14,13
1813,2015-07-13,8
1814,2015-07-12,6
1815,2015-07-11,11
1816,2015-07-10,9
1817,2015-07-09,11
1818,2015-07-08,3
1819,2015-07-07,3
1820,2015-07-06,11
1821,2015-07-05,9
1822,2015-07-04,11
1823,2015-07-03,13
1824,2015-07-02,10
1825,2015-07-01,9
1826,2015-06-30,7
1827,2015-06-29,14
1828,2015-06-28,15
1829,2015-06-27,10
1830,2015-06-26,9
1831,2015-06-25,12
1832,2015-06-24,7
1833,2015-06-23,15
1834,2015-06-22,13
1835,2015-06-21,9
1836,2015-06-20,12
1837,2015-06-19,8
1838,2015-06-18,17
1839,2015-06-17,6
1840,2015-06-16,7
1841,2015-06-15,3
1842,2015-06-14,16
1843,2015-06-13,7
1844,2015-06-12,4
1845,2015-06-11,7
1846,2015-06-10,15
1847,2015-06-09,13
1848,2015-06-08,11
1849,2015-06-07,9
1850,2015-06-06,12
1851,2015-06-05,12
1852,2015-06-04,11
1853,2015-06-03,7
1854,2015-06-02,12
1855,2015-06-01,14
1856,2015-05-31,9
1857,2015-05-30,10
1858,2015-05-29,11
1859,2015-05-28,3
1860,2015-05-27,8
1861,2015-05-26,8
1862,2015-05-25,12
1863,2015-05-24,12
1864,2015-05-23,12
1865,2015-05-22,11
1866,2015-05-21,11
1867,2015-05-20,12
1868,2015-05-19,10
1869,2015-05-18,13
1870,2015-05-17,10
1871,2015-05-16,8
1872,2015-05-15,10
1873,2015-05-14,14
1874,2015-05-13,6
1875,2015-05-12,14
1876,2015-05-11,8
1877,2015-05-10,5
1878,2015-05-09,11
1879,2015-05-08,6
1880,2015-05-07,6
1881,2015-05-06,11
1882,2015-05-05,3
1883,2015-05-04,12
1884,2015-05-03,10
1885,2015-05-02,16
1886,2015-05-01,11
1887,2015-04-30,10
1888,2015-04-29,13
1889,2015-04-28,5
1890,2015-04-27,13
1891,2015-04-26,5
1892,2015-04-25,11
1893,2015-04-24,15
1894,2015-04-23,13
1895,2015-04-22,10
1896,2015-04-21,8
1897,2015-04-20,9
1898,2015-04-19,8
1899,2015-04-18,10
1900,2015-04-17,9
1901,2015-04-16,6
1902,2015-04-15,11
1903,2015-04-14,9
1904,2015-04-13,15
1905,2015-04-12,11
1906,2015-04-11,14
1907,2015-04-10,11
1908,2015-04-09,10
1909,2015-04-08,6
1910,2015-04-07,12
1911,2015-04-06,12
1912,2015-04-05,6
1913,2015-04-04,11
1914,2015-04-03,7
1915,2015-04-02,6
1916,2015-04-01,6
1917,2015-03-31,5
1918,2015-03-30,9
1919,2015-03-29,13
1920,2015-03-28,12
1921,2015-03-27,17
1922,2015-03-26,12
1923,2015-03-25,12
1924,2015-03-24,12
1925,2015-03-23,9
1926,2015-03-22,8
1927,2015-03-21,8
1928,2015-03-20,8
1929,2015-03-19,9
1930,2015-03-18,4
1931,2015-03-17,9
1932,2015-03-16,16
1933,2015-03-15,14
1934,2015-03-14,13
1935,2015-03-13,11
1936,2015-03-12,10
1937,2015-03-11,8
1938,2015-03-10,9
1939,2015-03-09,13
1940,2015-03-08,7
1941,2015-03-07,5
1942,2015-03-06,14
1943,2015-03-05,6
1944,2015-03-04,14
1945,2015-03-03,9
1946,2015-03-02,9
1947,2015-03-01,15
1948,2015-02-28,11
1949,2015-02-27,9
1950,2015-02-26,7
1951,2015-02-25,6
1952,2015-02-24,6
1953,2015-02-23,6
1954,2015-02-22,11
1955,2015-02-21,9
1956,2015-02-20,7
1957,2015-02-19,6
1958,2015-02-18,9
1959,2015-02-17,13
1960,2015-02-16,10
1961,2015-02-15,6
1962,2015-02-14,13
1963,2015-02-13,10
1964,2015-02-12,15
1965,2015-02-11,9
1966,2015-02-10,8
1967,2015-02-09,8
1968,2015-02-08,6
1969,2015-02-07,13
1970,2015-02-06,13
1971,2015-02-05,12
1972,2015-02-04,9
1973,2015-02-03,6
1974,2015-02-02,7
1975,2015-02-01,5
1976,2015-01-31,12
1977,2015-01-30,13
1978,2015-01-29,10
1979,2015-01-28,9
1980,2015-01-27,5
1981,2015-01-26,10
1982,2015-01-25,9
1983,2015-01-24,7
1984,2015-01-23,8
1985,2015-01-22,4
1986,2015-01-21,7
1987,2015-01-20,16
1988,2015-01-19,10
1989,2015-01-18,5
1990,2015-01-17,6
1991,2015-01-16,12
1992,2015-01-15,13
1993,2015-01-14,10
1994,2015-01-13,7
1995,2015-01-12,12
1996,2015-01-11,4
1997,2015-01-10,11
1998,2015-01-09,13
1999,2015-01-08,14
2000,2015-01-07,5
2001,2015-01-06,17
2002,2015-01-05,6
2003,2015-01-04,8
2004,2015-01-03,14
2005,2015-01-02,5
2006,2015-01-01,5
2007,2014-12-31,12
2008,2014-12-30,7
2009,2014-12-29,7
2010,2014-12-28,8
2011,2014-12-27,6
2012,2014-12-26,8
2013,2014-12-25,10
2014,2014-12-24,11
2015,2014-12-23,2
2016,2014-12-22,7
2017,2014-12-21,9
2018,2014-12-20,6
2019,2014-12-19,10
2020,2014-12-18,14
2021,2014-12-17,7
2022,2014-12-16,5
2023,2014-12-15,14
2024,2014-12-14,10
2025,2014-12-13,14
2026,2014-12-12,8
2027,2014-12-11,7
2028,2014-12-10,9
2029,2014-12-09,12
2030,2014-12-08,8
2031,2014-12-07,6
2032,2014-12-06,9
2033,2014-12-05,9
2034,2014-12-04,6
2035,2014-12-03,7
2036,2014-12-02,11
2037,2014-12-01,6
2038,2014-11-30,15
2039,2014-11-29,12
2040,2014-11-28,10
2041,2014-11-27,11
2042,2014-11-26,13
2043,2014-11-25,9
2044,2014-11-24,17
2045,2014-11-23,16
2046,2014-11-22,7
2047,2014-11-21,14
2048,2014-11-20,6
2049,2014-11-19,9
2050,2014-11-18,5
2051,2014-11-17,14
2052,2014-11-16,8
2053,2014-11-15,12
2054,2014-11-14,9
2055,2014-11-13,6
2056,2014-11-12,10
2057,2014-11-11,7
2058,2014-11-10,12
2059,2014-11-09,13
2060,2014-11-08,5
2061,2014-11-07,14
2062,2014-11-06,12
2063,2014-11-05,9
2064,2014-11-04,9
2065,2014-11-03,9
2066,2014-11-02,5
2067,2014-11-01,10
2068,2014-10-31,13
2069,2014-10-30,9
2070,2014-10-29,8
2071,2014-10-28,13
2072,2014-10-27,12
2073,2014-10-26,14
2074,2014-10-25,7
2075,2014-10-24,8
2076,2014-10-23,15
2077,2014-10-22,12
2078,2014-10-21,6
2079,2014-10-20,4
2080,2014-10-19,8
2081,2014-10-18,8
2082,2014-10-17,10
2083,2014-10-16,5
2084,2014-10-15,6
2085,2014-10-14,9
2086,2014-10-13,8
2087,2014-10-12,10
2088,2014-10-11,12
2089,2014-10-10,14
2090,2014-10-09,9
2091,2014-10-08,19
2092,2014-10-07,13
2093,2014-10-06,12
2094,2014-10-05,9
2095,2014-10-04,14
2096,2014-10-03,9
2097,2014-10-02,17
2098,2014-10-01,10
2099,2014-09-30,9
2100,2014-09-29,3
2101,2014-09-28,12
2102,2014-09-27,10
2103,2014-09-26,7
2104,2014-09-25,13
2105,2014-09-24,5
2106,2014-09-23,13
2107,2014-09-22,9
2108,2014-09-21,9
2109,2014-09-20,4
2110,2014-09-19,11
2111,2014-09-18,11
2112,2014-09-17,10
2113,2014-09-16,4
2114,2014-09-15,14
2115,2014-09-14,3
2116,2014-09-13,5
2117,2014-09-12,7
2118,2014-09-11,12
2119,2014-09-10,10
2120,2014-09-09,12
2121,2014-09-08,8
2122,2014-09-07,11
2123,2014-09-06,11
2124,2014-09-05,11
2125,2014-09-04,12
2126,2014-09-03,8
2127,2014-09-02,11
2128,2014-09-01,12
2129,2014-08-31,5
2130,2014-08-30,10
2131,2014-08-29,13
2132,2014-08-28,5
2133,2014-08-27,10
2134,2014-08-26,10
2135,2014-08-25,10
2136,2014-08-24,10
2137,2014-08-23,11
2138,2014-08-22,10
2139,2014-08-21,11
2140,2014-08-20,10
2141,2014-08-19,10
2142,2014-08-18,11
2143,2014-08-17,5
2144,2014-08-16,12
2145,2014-08-15,11
2146,2014-08-14,11
2147,2014-08-13,12
2148,2014-08-12,12
2149,2014-08-11,8
2150,2014-08-10,6
2151,2014-08-09,6
2152,2014-08-08,7
2153,2014-08-07,9
2154,2014-08-06,8
2155,2014-08-05,13
2156,2014-08-04,7
2157,2014-08-03,13
2158,2014-08-02,10
2159,2014-08-01,9
2160,2014-07-31,9
2161,2014-07-30,9
2162,2014-07-29,9
2163,2014-07-28,13
2164,2014-07-27,8
2165,2014-07-26,11
2166,2014-07-25,16
2167,2014-07-24,5
2168,2014-07-23,15
2169,2014-07-22,8
2170,2014-07-21,13
2171,2014-07-20,6
2172,2014-07-19,8
2173,2014-07-18,14
2174,2014-07-17,7
2175,2014-07-16,8
2176,2014-07-15,10
2177,2014-07-14,5
2178,2014-07-13,8
2179,2014-07-12,12
2180,2014-07-11,9
2181,2014-07-10,8
2182,2014-07-09,12
2183,2014-07-08,8
2184,2014-07-07,8
2185,2014-07-06,10
2186,2014-07-05,14
2187,2014-07-04,11
2188,2014-07-03,11
2189,2014-07-02,11
2190,2014-07-01,7
2191,2014-06-30,7
2192,2014-06-29,12
2193,2014-06-28,8
2194,2014-06-27,7
2195,2014-06-26,12
2196,2014-06-25,13
2197,2014-06-24,8
2198,2014-06-23,7
2199,2014-06-22,11
2200,2014-06-21,5
2201,2014-06-20,12
2202,2014-06-19,7
2203,2014-06-18,6
2204,2014-06-17,8
2205,2014-06-16,6
2206,2014-06-15,6
2207,2014-06-14,11
2208,2014-06-13,13
2209,2014-06-12,9
2210,2014-06-11,8
2211,2014-06-10,16
2212,2014-06-09,6
2213,2014-06-08,9
2214,2014-06-07,11
2215,2014-06-06,7
2216,2014-06-05,8
2217,2014-06-04,8
2218,2014-06-03,12
2219,2014-06-02,5
2220,2014-06-01,8
2221,2014-05-31,11
2222,2014-05-30,10
2223,2014-05-29,7
2224,2014-05-28,8
2225,2014-05-27,10
2226,2014-05-26,15
2227,2014-05-25,7
2228,2014-05-24,11
2229,2014-05-23,13
2230,2014-05-22,5
2231,2014-05-21,15
2232,2014-05-20,11
2233,2014-05-19,6
2234,2014-05-18,6
2235,2014-05-17,4
2236,2014-05-16,12
2237,2014-05-15,8
2238,2014-05-14,11
2239,2014-05-13,11
2240,2014-05-12,9
2241,2014-05-11,9
2242,2014-05-10,10
2243,2014-05-09,8
2244,2014-05-08,12
2245,2014-05-07,13
2246,2014-05-06,13
2247,2014-05-05,14
2248,2014-05-04,8
2249,2014-05-03,7
2250,2014-05-02,5
2251,2014-05-01,13
2252,2014-04-30,8
2253,2014-04-29,9
2254,2014-04-28,9
2255,2014-04-27,6
2256,2014-04-26,11
2257,2014-04-25,12
2258,2014-04-24,11
2259,2014-04-23,8
2260,2014-04-22,13
2261,2014-04-21,11
2262,2014-04-20,17
2263,2014-04-19,14
2264,2014-04-18,4
2265,2014-04-17,6
2266,2014-04-16,8
2267,2014-04-15,13
2268,2014-04-14,10
2269,2014-04-13,13
2270,2014-04-12,7
2271,2014-04-11,5
2272,2014-04-10,4
2273,2014-04-09,8
2274,2014-04-08,10
2275,2014-04-07,6
2276,2014-04-06,12
2277,2014-04-05,8
2278,2014-04-04,12
2279,2014-04-03,9
2280,2014-04-02,10
2281,2014-04-01,6
2282,2014-03-31,13
2283,2014-03-30,7
2284,2014-03-29,10
2285,2014-03-28,8
2286,2014-03-27,9
2287,2014-03-26,14
2288,2014-03-25,16
2289,2014-03-24,12
2290,2014-03-23,6
2291,2014-03-22,8
2292,2014-03-21,9
2293,2014-03-20,10
2294,2014-03-19,12
2295,2014-03-18,8
2296,2014-03-17,6
2297,2014-03-16,2
2298,2014-03-15,8
2299,2014-03-14,8
2300,2014-03-13,11
2301,2014-03-12,10
2302,2014-03-11,6
2303,2014-03-10,6
2304,2014-03-09,9
2305,2014-03-08,12
2306,2014-03-07,8
2307,2014-03-06,7
2308,2014-03-05,13
2309,2014-03-04,4
2310,2014-03-03,20
2311,2014-03-02,7
2312,2014-03-01,12
2313,2014-02-28,3
2314,2014-02-27,10
2315,2014-02-26,14
2316,2014-02-25,7
2317,2014-02-24,12
2318,2014-02-23,9
2319,2014-02-22,9
2320,2014-02-21,9
2321,2014-02-20,11
2322,2014-02-19,4
2323,2014-02-18,18
2324,2014-02-17,14
2325,2014-02-16,3
2326,2014-02-15,13
2327,2014-02-14,10
2328,2014-02-13,10
2329,2014-02-12,10
2330,2014-02-11,9
2331,2014-02-10,7
2332,2014-02-09,9
2333,2014-02-08,12
2334,2014-02-07,7
2335,2014-02-06,12
2336,2014-02-05,8
2337,2014-02-04,4
2338,2014-02-03,12
2339,2014-02-02,13
2340,2014-02-01,10
2341,2014-01-31,11
2342,2014-01-30,6
2343,2014-01-29,11
2344,2014-01-28,10
2345,2014-01-27,10
2346,2014-01-26,13
2347,2014-01-25,9
2348,2014-01-24,8
2349,2014-01-23,8
2350,2014-01-22,12
2351,2014-01-21,7
2352,2014-01-20,16
2353,2014-01-19,13
2354,2014-01-18,10
2355,2014-01-17,9
2356,2014-01-16,8
2357,2014-01-15,6
2358,2014-01-14,16
2359,2014-01-13,15
2360,2014-01-12,11
2361,2014-01-11,5
2362,2014-01-10,16
2363,2014-01-09,11
2364,2014-01-08,8
2365,2014-01-07,9
2366,2014-01-06,10
2367,2014-01-05,4
2368,2014-01-04,9
2369,2014-01-03,4
2370,2014-01-02,6
2371,2014-01-01,15
2372,2013-12-31,12
2373,2013-12-30,5
2374,2013-12-29,9
2375,2013-12-28,7
2376,2013-12-27,7
2377,2013-12-26,7
2378,2013-12-25,7
2379,2013-12-24,8
2380,2013-12-23,12
2381,2013-12-22,12
2382,2013-12-21,12
2383,2013-12-20,12
2384,2013-12-19,13
2385,2013-12-18,11
2386,2013-12-17,11
2387,2013-12-16,10
2388,2013-12-15,11
2389,2013-12-14,10
2390,2013-12-13,5
2391,2013-12-12,16
2392,2013-12-11,10
2393,2013-12-10,8
2394,2013-12-09,8
2395,2013-12-08,11
2396,2013-12-07,13
2397,2013-12-06,13
2398,2013-12-05,10
2399,2013-12-04,8
2400,2013-12-03,8
2401,2013-12-02,6
2402,2013-12-01,5
2403,2013-11-30,10
2404,2013-11-29,16
2405,2013-11-28,11
2406,2013-11-27,9
2407,2013-11-26,12
2408,2013-11-25,10
2409,2013-11-24,10
2410,2013-11-23,14
2411,2013-11-22,16
